utc_timestamp,unity_time,frame_count,eye_tracking_supported,eye_tracking_permission_granted,using_eye_tracking,gaze_origin_x,gaze_origin_y,gaze_origin_z,gaze_direction_x,gaze_direction_y,gaze_direction_z,hit_target,hit_distance,hit_point_x,hit_point_y,hit_point_z
2026-04-17T18:43:49.1818030Z,5.066073,260,1,1,0,-0.131490,1.234495,-0.014215,-0.218961,0.070478,-0.973185,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:43:49.3237390Z,5.208007,261,1,1,1,-0.130618,1.233215,-0.020600,-0.154459,0.033290,-0.987438,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:43:49.3552270Z,5.239494,262,1,1,1,-0.130277,1.233007,-0.022196,-0.151812,0.029595,-0.987966,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:43:49.4121530Z,5.296422,263,1,1,1,-0.130131,1.232926,-0.022780,-0.151340,0.035025,-0.987861,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:43:49.4304470Z,5.314716,264,1,1,1,-0.129838,1.232689,-0.023938,-0.157867,0.025215,-0.987139,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:43:49.4723020Z,5.356570,265,1,1,1,-0.129720,1.232566,-0.024456,-0.155747,0.019131,-0.987612,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:43:49.5056760Z,5.389946,266,1,1,1,-0.129598,1.232532,-0.024895,-0.136198,-0.038288,-0.989942,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:43:49.5288980Z,5.413169,267,1,1,1,-0.129474,1.232555,-0.025270,-0.131734,-0.039304,-0.990506,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:43:49.5534600Z,5.437733,268,1,1,1,-0.129474,1.232555,-0.025270,-0.131734,-0.039304,-0.990506,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:43:49.5672590Z,5.451530,269,1,1,1,-0.129387,1.232596,-0.025603,-0.133883,-0.037363,-0.990293,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:43:49.5817630Z,5.466032,270,1,1,1,-0.129387,1.232596,-0.025603,-0.133883,-0.037363,-0.990293,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:43:49.5989270Z,5.483198,271,1,1,1,-0.129327,1.232664,-0.025937,-0.136104,-0.041199,-0.989838,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:43:49.6205160Z,5.504788,272,1,1,1,-0.129327,1.232664,-0.025937,-0.136104,-0.041199,-0.989838,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:43:49.6372940Z,5.521565,273,1,1,1,-0.129345,1.232814,-0.026196,-0.145966,-0.043244,-0.988344,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:43:49.6564370Z,5.540708,274,1,1,1,-0.129345,1.232814,-0.026196,-0.145966,-0.043244,-0.988344,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:43:49.6762570Z,5.560525,275,1,1,1,-0.129430,1.232959,-0.026442,-0.146114,-0.043840,-0.988296,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:43:49.6939490Z,5.578217,276,1,1,1,-0.129550,1.233086,-0.026667,-0.145590,-0.046946,-0.988231,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:43:49.7112040Z,5.595471,277,1,1,1,-0.129550,1.233086,-0.026667,-0.145590,-0.046946,-0.988231,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:43:49.7283750Z,5.612644,278,1,1,1,-0.129704,1.233143,-0.026888,-0.147586,-0.046998,-0.987932,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:43:49.7482850Z,5.632553,279,1,1,1,-0.129704,1.233143,-0.026888,-0.147586,-0.046998,-0.987932,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:43:49.7654300Z,5.649698,280,1,1,1,-0.129897,1.233123,-0.027096,-0.146297,-0.046917,-0.988128,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:43:49.7815540Z,5.665823,281,1,1,1,-0.129897,1.233123,-0.027096,-0.146297,-0.046917,-0.988128,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:43:49.7982390Z,5.682508,282,1,1,1,-0.130110,1.233091,-0.027309,-0.147428,-0.046940,-0.987958,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:43:49.8132360Z,5.697505,283,1,1,1,-0.130110,1.233091,-0.027309,-0.147428,-0.046940,-0.987958,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:43:49.8292540Z,5.713522,284,1,1,1,-0.130335,1.233065,-0.027483,-0.146464,-0.052402,-0.987827,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:43:49.8441490Z,5.728416,285,1,1,1,-0.130335,1.233065,-0.027483,-0.146464,-0.052402,-0.987827,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:43:49.8595720Z,5.743840,286,1,1,1,-0.130574,1.233030,-0.027654,-0.147496,-0.058827,-0.987312,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:43:49.8737690Z,5.758037,287,1,1,1,-0.130574,1.233030,-0.027654,-0.147496,-0.058827,-0.987312,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:43:49.8889210Z,5.773191,288,1,1,1,-0.130574,1.233030,-0.027654,-0.147496,-0.058827,-0.987312,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:43:49.9023670Z,5.786637,289,1,1,1,-0.130772,1.233024,-0.027799,-0.158257,-0.090523,-0.983240,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:43:49.9163030Z,5.800571,290,1,1,1,-0.130772,1.233024,-0.027799,-0.158257,-0.090523,-0.983240,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:43:49.9304150Z,5.814684,291,1,1,1,-0.130967,1.233060,-0.027944,-0.195402,-0.114698,-0.973993,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:43:49.9436960Z,5.827964,292,1,1,1,-0.130967,1.233060,-0.027944,-0.195402,-0.114698,-0.973993,,-1.000000,0.000000,0.000000,0.000000
