utc_timestamp,unity_time,frame_count,eye_tracking_supported,eye_tracking_permission_granted,using_eye_tracking,gaze_origin_x,gaze_origin_y,gaze_origin_z,gaze_direction_x,gaze_direction_y,gaze_direction_z,hit_target,hit_distance,hit_point_x,hit_point_y,hit_point_z
2026-04-10T16:00:47.7259790Z,4.961996,259,1,1,0,0.117282,2.214211,-10.026720,0.690756,0.185469,-0.698897,,-1.000000,0.000000,0.000000,0.000000
2026-04-10T16:00:47.8032330Z,5.039246,260,1,1,1,0.128370,2.218474,-10.012570,0.689752,0.174393,-0.702730,,-1.000000,0.000000,0.000000,0.000000
2026-04-10T16:00:47.8304800Z,5.066489,261,1,1,1,0.127553,2.219139,-10.011100,0.684476,0.176883,-0.707252,,-1.000000,0.000000,0.000000,0.000000
2026-04-10T16:00:47.8698320Z,5.105842,262,1,1,1,0.126351,2.219819,-10.008650,0.677967,0.178671,-0.713048,,-1.000000,0.000000,0.000000,0.000000
2026-04-10T16:00:47.8733890Z,5.109398,263,1,1,1,0.125263,2.218665,-10.006220,0.674991,0.173689,-0.717091,,-1.000000,0.000000,0.000000,0.000000
2026-04-10T16:00:47.9033470Z,5.139357,264,1,1,1,0.124867,2.218049,-10.004430,0.674034,0.164140,-0.720233,,-1.000000,0.000000,0.000000,0.000000
2026-04-10T16:00:47.9286060Z,5.164615,265,1,1,1,0.124838,2.218406,-10.002540,0.670411,0.162797,-0.723910,,-1.000000,0.000000,0.000000,0.000000
2026-04-10T16:00:47.9522370Z,5.188245,266,1,1,1,0.124512,2.217461,-10.001430,0.668906,0.162869,-0.725285,,-1.000000,0.000000,0.000000,0.000000
2026-04-10T16:00:47.9711230Z,5.207133,267,1,1,1,0.124546,2.216584,-10.000410,0.667508,0.160515,-0.727096,,-1.000000,0.000000,0.000000,0.000000
2026-04-10T16:00:47.9858650Z,5.221875,268,1,1,1,0.124776,2.216326,-9.999394,0.665222,0.159201,-0.729476,,-1.000000,0.000000,0.000000,0.000000
2026-04-10T16:00:47.9986320Z,5.234641,269,1,1,1,0.124705,2.216484,-9.998335,0.663883,0.158466,-0.730854,,-1.000000,0.000000,0.000000,0.000000
2026-04-10T16:00:48.0126640Z,5.248672,270,1,1,1,0.124821,2.216489,-9.997244,0.661619,0.159906,-0.732592,,-1.000000,0.000000,0.000000,0.000000
2026-04-10T16:00:48.0267070Z,5.262718,271,1,1,1,0.124750,2.216518,-9.996090,0.659813,0.159921,-0.734216,,-1.000000,0.000000,0.000000,0.000000
2026-04-10T16:00:48.0411050Z,5.277114,272,1,1,1,0.124788,2.216042,-9.994823,0.658463,0.158726,-0.735685,,-1.000000,0.000000,0.000000,0.000000
2026-04-10T16:00:48.0549650Z,5.290974,273,1,1,1,0.124772,2.215448,-9.993483,0.657720,0.155900,-0.736953,,-1.000000,0.000000,0.000000,0.000000
2026-04-10T16:00:48.0692600Z,5.305270,274,1,1,1,0.124540,2.215062,-9.992212,0.658330,0.151282,-0.737371,,-1.000000,0.000000,0.000000,0.000000
2026-04-10T16:00:48.0830390Z,5.319047,275,1,1,1,0.124368,2.214963,-9.990897,0.658513,0.147944,-0.737885,,-1.000000,0.000000,0.000000,0.000000
2026-04-10T16:00:48.0995470Z,5.335556,276,1,1,1,0.124363,2.214974,-9.989643,0.658128,0.146139,-0.738587,,-1.000000,0.000000,0.000000,0.000000
2026-04-10T16:00:48.1131370Z,5.349147,277,1,1,1,0.124218,2.215058,-9.988362,0.657541,0.146150,-0.739107,,-1.000000,0.000000,0.000000,0.000000
2026-04-10T16:00:48.1254150Z,5.361424,278,1,1,1,0.124137,2.215036,-9.987058,0.656481,0.146890,-0.739903,,-1.000000,0.000000,0.000000,0.000000
2026-04-10T16:00:48.1398500Z,5.375858,279,1,1,1,0.123901,2.214853,-9.985693,0.655547,0.146675,-0.740773,,-1.000000,0.000000,0.000000,0.000000
2026-04-10T16:00:48.1534150Z,5.389422,280,1,1,1,0.123620,2.214721,-9.984321,0.654907,0.145292,-0.741611,,-1.000000,0.000000,0.000000,0.000000
2026-04-10T16:00:48.1685850Z,5.404595,281,1,1,1,0.123598,2.214738,-9.982803,0.653950,0.143084,-0.742884,,-1.000000,0.000000,0.000000,0.000000
2026-04-10T16:00:48.1817870Z,5.417794,282,1,1,1,0.123510,2.214460,-9.981548,0.652688,0.143951,-0.743826,,-1.000000,0.000000,0.000000,0.000000
2026-04-10T16:00:48.1961430Z,5.432153,283,1,1,1,0.123138,2.214398,-9.980385,0.651997,0.142994,-0.744616,,-1.000000,0.000000,0.000000,0.000000
2026-04-10T16:00:48.2112460Z,5.447255,284,1,1,1,0.123112,2.214217,-9.978931,0.649926,0.142204,-0.746575,,-1.000000,0.000000,0.000000,0.000000
2026-04-10T16:00:48.2253860Z,5.461395,285,1,1,1,0.122855,2.214028,-9.977546,0.648781,0.140941,-0.747810,,-1.000000,0.000000,0.000000,0.000000
2026-04-10T16:00:48.2398570Z,5.475866,286,1,1,1,0.122537,2.213836,-9.976131,0.647070,0.139330,-0.749591,,-1.000000,0.000000,0.000000,0.000000
2026-04-10T16:00:48.2536130Z,5.489623,287,1,1,1,0.122144,2.213780,-9.974762,0.644957,0.138167,-0.751625,,-1.000000,0.000000,0.000000,0.000000
2026-04-10T16:00:48.2684720Z,5.504484,288,1,1,1,0.121848,2.213585,-9.973270,0.642179,0.137596,-0.754104,,-1.000000,0.000000,0.000000,0.000000
2026-04-10T16:00:48.2822780Z,5.518286,289,1,1,1,0.121494,2.213492,-9.971877,0.639776,0.136674,-0.756312,,-1.000000,0.000000,0.000000,0.000000
2026-04-10T16:00:48.2971660Z,5.533175,290,1,1,1,0.121189,2.213426,-9.970430,0.637510,0.136643,-0.758228,,-1.000000,0.000000,0.000000,0.000000
2026-04-10T16:00:48.3112730Z,5.547283,291,1,1,1,0.120977,2.213277,-9.968891,0.635223,0.137016,-0.760078,,-1.000000,0.000000,0.000000,0.000000
2026-04-10T16:00:48.3249480Z,5.560956,292,1,1,1,0.120793,2.212986,-9.967410,0.633068,0.137460,-0.761794,,-1.000000,0.000000,0.000000,0.000000
