utc_timestamp,unity_time,frame_count,eye_tracking_supported,eye_tracking_permission_granted,using_eye_tracking,gaze_origin_x,gaze_origin_y,gaze_origin_z,gaze_direction_x,gaze_direction_y,gaze_direction_z,hit_target,hit_distance,hit_point_x,hit_point_y,hit_point_z
2026-04-17T18:47:39.7434650Z,5.076209,265,1,1,0,0.434603,1.695621,-0.217806,-0.788637,0.083381,-0.609180,Tiger_001,7.754395,0.000000,0.000000,7.754395
2026-04-17T18:47:39.8796060Z,5.212349,266,1,1,1,0.436285,1.694183,-0.215185,-0.704183,0.146584,-0.694723,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:47:39.9110140Z,5.243758,267,1,1,1,0.434758,1.693877,-0.213680,-0.733753,0.119305,-0.668859,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:47:39.9661260Z,5.298871,268,1,1,1,0.433550,1.693733,-0.213035,-0.902154,0.089795,-0.421965,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:47:39.9821760Z,5.314920,269,1,1,1,0.433018,1.693601,-0.212967,-0.903757,0.089115,-0.418666,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:47:40.0250930Z,5.357839,270,1,1,1,0.432502,1.693417,-0.213008,-0.902507,0.087619,-0.421668,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:47:40.0592960Z,5.392042,271,1,1,1,0.431898,1.693196,-0.213015,-0.904735,0.082331,-0.417942,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:47:40.0817050Z,5.414450,272,1,1,1,0.431286,1.693032,-0.213033,-0.905698,0.080586,-0.416193,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:47:40.1030060Z,5.435751,273,1,1,1,0.430663,1.692901,-0.213020,-0.905372,0.086894,-0.415633,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:47:40.1170430Z,5.449790,274,1,1,1,0.430663,1.692900,-0.213020,-0.905372,0.086894,-0.415633,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:47:40.1310720Z,5.463818,275,1,1,1,0.430053,1.692772,-0.213043,-0.905242,0.085036,-0.416300,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:47:40.1451140Z,5.477859,276,1,1,1,0.430053,1.692772,-0.213043,-0.905242,0.085036,-0.416300,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:47:40.1607980Z,5.493543,277,1,1,1,0.430053,1.692772,-0.213043,-0.905242,0.085036,-0.416299,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:47:40.1751530Z,5.507899,278,1,1,1,0.429517,1.692653,-0.213132,-0.904038,0.083361,-0.419246,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:47:40.1906010Z,5.523347,279,1,1,1,0.429517,1.692653,-0.213132,-0.904038,0.083361,-0.419246,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:47:40.2047500Z,5.537497,280,1,1,1,0.429019,1.692553,-0.213273,-0.904044,0.080206,-0.419847,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:47:40.2208010Z,5.553552,281,1,1,1,0.429018,1.692553,-0.213273,-0.904044,0.080206,-0.419846,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:47:40.2354010Z,5.568146,282,1,1,1,0.428483,1.692476,-0.213438,-0.818054,-0.016937,-0.574893,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:47:40.2504950Z,5.583239,283,1,1,1,0.428483,1.692476,-0.213438,-0.818054,-0.016937,-0.574893,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:47:40.2651000Z,5.597853,284,1,1,1,0.427957,1.692438,-0.213716,-0.742458,-0.085958,-0.664356,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:47:40.2805770Z,5.613321,285,1,1,1,0.427957,1.692438,-0.213716,-0.742458,-0.085958,-0.664355,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:47:40.2952750Z,5.628017,286,1,1,1,0.427423,1.692421,-0.214154,-0.738130,-0.087171,-0.669004,,-1.000000,0.000000,0.000000,0.000000
