utc_timestamp,unity_time,frame_count,eye_tracking_supported,eye_tracking_permission_granted,using_eye_tracking,gaze_origin_x,gaze_origin_y,gaze_origin_z,gaze_direction_x,gaze_direction_y,gaze_direction_z,hit_target,hit_distance,hit_point_x,hit_point_y,hit_point_z
2026-04-17T18:49:10.1268250Z,5.076149,260,1,1,0,0.002233,1.228229,0.137736,-0.067267,0.107834,-0.991891,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:49:10.2717570Z,5.221079,261,1,1,1,0.031176,1.225702,0.131508,-0.053358,-0.012766,-0.998494,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:49:10.3048180Z,5.254140,262,1,1,1,0.031965,1.225659,0.128384,-0.043486,-0.023416,-0.998780,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:49:10.3591110Z,5.308430,263,1,1,1,0.032126,1.223402,0.126914,-0.010146,0.054073,-0.998485,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:49:10.3773700Z,5.326691,264,1,1,1,0.032637,1.222089,0.126434,0.009316,0.049079,-0.998752,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:49:10.4157020Z,5.365024,265,1,1,1,0.033379,1.221085,0.126485,0.034765,0.044013,-0.998426,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:49:10.4484130Z,5.397735,266,1,1,1,0.034499,1.220332,0.126849,0.059783,0.037705,-0.997499,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:49:10.4721420Z,5.421465,267,1,1,1,0.035921,1.219828,0.127438,0.061288,-0.003468,-0.998114,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:49:10.4886700Z,5.437992,268,1,1,1,0.035921,1.219828,0.127438,0.061288,-0.003468,-0.998114,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:49:10.5086060Z,5.457927,269,1,1,1,0.037266,1.219655,0.128304,0.060549,-0.008602,-0.998128,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:49:10.5264760Z,5.475799,270,1,1,1,0.037266,1.219655,0.128304,0.060549,-0.008602,-0.998128,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:49:10.5434490Z,5.492774,271,1,1,1,0.038677,1.219655,0.129330,0.055093,-0.031734,-0.997977,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:49:10.5605170Z,5.509843,272,1,1,1,0.038677,1.219655,0.129330,0.055093,-0.031734,-0.997977,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:49:10.5774790Z,5.526802,273,1,1,1,0.040509,1.219903,0.129824,0.051855,-0.029724,-0.998212,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:49:10.5974740Z,5.546795,274,1,1,1,0.041753,1.220972,0.130541,0.061327,-0.023416,-0.997843,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:49:10.6146530Z,5.563975,275,1,1,1,0.041753,1.220972,0.130541,0.061327,-0.023416,-0.997843,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:49:10.6307110Z,5.580030,276,1,1,1,0.042968,1.222284,0.131209,0.046870,-0.021688,-0.998666,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:49:10.6476280Z,5.596948,277,1,1,1,0.042968,1.222284,0.131209,0.046870,-0.021688,-0.998666,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:49:10.6633530Z,5.612674,278,1,1,1,0.044202,1.223271,0.131843,0.058019,-0.024970,-0.998003,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:49:10.6790480Z,5.628383,279,1,1,1,0.044202,1.223271,0.131843,0.058019,-0.024970,-0.998003,,-1.000000,0.000000,0.000000,0.000000
2026-04-17T18:49:10.6943420Z,5.643662,280,1,1,1,0.044202,1.223271,0.131843,0.058019,-0.024970,-0.998003,,-1.000000,0.000000,0.000000,0.000000
